number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000341,Awaiting User Info,True,0,0,10,True,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 804,21/3/2016 13:29,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,True,True,Do Not Notify,Problem ID  44,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Awaiting User Info,True,0,0,60,True,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 70,2/8/2016 14:33,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,True,True,Do Not Notify,Problem ID  44,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Resolved,True,0,0,61,True,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 70,2/8/2016 14:33,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,True,True,Do Not Notify,Problem ID  44,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000341,Closed,False,0,0,62,False,Caller 527,Opened by  433,29/2/2016 15:13,?,?,Updated by 908,7/8/2016 15:00,Phone,Location 204,Category 45,Subcategory 220,?,?,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,True,True,Do Not Notify,Problem ID  44,?,?,?,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00
INC0000370,New,True,0,0,0,True,Caller 4288,Opened by  386,29/2/2016 15:53,Created by 167,29/2/2016 15:58,Updated by 723,29/2/2016 15:58,Phone,Location 51,Category 37,Subcategory 135,Symptom 84,?,1 - High,1 - High,1 - Critical,Group 30,Resolver 201,True,False,Do Not Notify,Problem ID  5,?,?,?,code 6,Resolved by 183,1/3/2016 08:31,6/3/2016 09:00
INC0000370,Active,True,0,0,1,True,Caller 4288,Opened by  386,29/2/2016 15:53,Created by 167,29/2/2016 15:58,Updated by 789,1/3/2016 08:12,Phone,Location 51,Category 37,Subcategory 135,Symptom 87,?,1 - High,1 - High,1 - Critical,Group 30,Resolver 201,True,True,Do Not Notify,Problem ID  5,?,?,?,code 6,Resolved by 183,1/3/2016 08:31,6/3/2016 09:00
INC0000370,Active,True,0,0,2,True,Caller 4288,Opened by  386,29/2/2016 15:53,Created by 167,29/2/2016 15:58,Updated by 789,1/3/2016 08:12,Phone,Location 51,Category 37,Subcategory 135,Symptom 87,?,1 - High,1 - High,1 - Critical,Group 30,Resolver 201,True,True,Do Not Notify,Problem ID  5,?,?,?,code 6,Resolved by 183,1/3/2016 08:31,6/3/2016 09:00
INC0000370,Resolved,True,0,0,3,True,Caller 4288,Opened by  386,29/2/2016 15:53,Created by 167,29/2/2016 15:58,Updated by 789,1/3/2016 08:25,Phone,Location 51,Category 37,Subcategory 135,Symptom 87,?,1 - High,1 - High,1 - Critical,Group 30,Resolver 201,True,True,Do Not Notify,Problem ID  5,?,?,?,code 6,Resolved by 183,1/3/2016 08:31,6/3/2016 09:00
INC0000370,Resolved,True,0,0,4,True,Caller 4288,Opened by  386,29/2/2016 15:53,Created by 167,29/2/2016 15:58,Updated by 789,1/3/2016 08:31,Phone,Location 51,Category 37,Subcategory 135,Symptom 87,?,1 - High,1 - High,1 - Critical,Group 30,Resolver 201,True,True,Do Not Notify,Problem ID  5,?,?,?,code 6,Resolved by 183,1/3/2016 08:31,6/3/2016 09:00
INC0000370,Closed,False,0,0,5,False,Caller 4288,Opened by  386,29/2/2016 15:53,Created by 167,29/2/2016 15:58,Updated by 908,6/3/2016 09:00,Phone,Location 51,Category 37,Subcategory 135,Symptom 87,?,1 - High,1 - High,1 - Critical,Group 30,Resolver 201,True,True,Do Not Notify,Problem ID  5,?,?,?,code 6,Resolved by 183,1/3/2016 08:31,6/3/2016 09:00
INC0000388,New,True,0,0,1,True,Caller 2020,Opened by  221,29/2/2016 16:43,Created by 98,29/2/2016 16:49,Updated by 256,29/2/2016 17:23,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22/3/2016 16:47,27/3/2016 16:59
INC0000388,Awaiting User Info,True,0,0,2,True,Caller 2020,Opened by  221,29/2/2016 16:43,Created by 98,29/2/2016 16:49,Updated by 862,29/2/2016 17:52,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22/3/2016 16:47,27/3/2016 16:59
INC0000388,Awaiting User Info,True,0,0,5,True,Caller 2020,Opened by  221,29/2/2016 16:43,Created by 98,29/2/2016 16:49,Updated by 862,7/3/2016 15:26,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22/3/2016 16:47,27/3/2016 16:59
INC0000388,Active,True,0,0,6,True,Caller 2020,Opened by  221,29/2/2016 16:43,Created by 98,29/2/2016 16:49,Updated by 862,7/3/2016 15:27,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22/3/2016 16:47,27/3/2016 16:59
INC0000388,Resolved,True,0,0,7,True,Caller 2020,Opened by  221,29/2/2016 16:43,Created by 98,29/2/2016 16:49,Updated by 862,22/3/2016 16:47,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,True,True,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22/3/2016 16:47,27/3/2016 16:59
INC0000388,Closed,False,0,0,8,False,Caller 2020,Opened by  221,29/2/2016 16:43,Created by 98,29/2/2016 16:49,Updated by 908,27/3/2016 16:59,Phone,Location 204,Category 45,Subcategory 94,Symptom 208,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 216,True,True,Do Not Notify,Problem ID  17,CHG0000132,?,CHG0000132,code 7,Resolved by 197,22/3/2016 16:47,27/3/2016 16:59
INC0000433,New,True,0,0,0,True,Caller 2692,Opened by  305,29/2/2016 20:32,Created by 130,29/2/2016 20:58,Updated by 578,29/2/2016 20:58,Phone,Location 143,Category 19,Subcategory 289,Symptom 117,?,1 - High,1 - High,1 - Critical,Group 61,Resolver 165,True,False,Do Not Notify,Problem ID  23,?,?,?,code 7,Resolved by 134,25/3/2016 23:57,30/3/2016 23:59
INC0000433,New,True,0,0,1,True,Caller 2692,Opened by  305,29/2/2016 20:32,Created by 130,29/2/2016 20:58,Updated by 111,29/2/2016 21:40,Phone,Location 143,Category 19,Subcategory 289,Symptom 117,?,1 - High,1 - High,1 - Critical,Group 61,Resolver 165,True,False,Do Not Notify,Problem ID  23,?,?,?,code 7,Resolved by 134,25/3/2016 23:57,30/3/2016 23:59
INC0000433,New,True,0,0,2,True,Caller 2692,Opened by  305,29/2/2016 20:32,Created by 130,29/2/2016 20:58,Updated by 578,29/2/2016 22:16,Phone,Location 143,Category 19,Subcategory 289,Symptom 117,?,1 - High,1 - High,1 - Critical,Group 61,Resolver 165,True,False,Do Not Notify,Problem ID  23,?,?,?,code 7,Resolved by 134,25/3/2016 23:57,30/3/2016 23:59
INC0000433,New,True,0,0,5,True,Caller 2692,Opened by  305,29/2/2016 20:32,Created by 130,29/2/2016 20:58,Updated by 432,8/3/2016 16:43,Phone,Location 143,Category 19,Subcategory 289,Symptom 117,?,1 - High,1 - High,1 - Critical,Group 61,Resolver 165,True,False,Do Not Notify,Problem ID  23,?,?,?,code 7,Resolved by 134,25/3/2016 23:57,30/3/2016 23:59
INC0000433,New,True,0,0,6,True,Caller 2692,Opened by  305,29/2/2016 20:32,Created by 130,29/2/2016 20:58,Updated by 432,8/3/2016 17:18,Phone,Location 143,Category 19,Subcategory 289,Symptom 117,?,1 - High,1 - High,1 - Critical,Group 61,Resolver 165,True,False,Do Not Notify,Problem ID  23,?,?,?,code 7,Resolved by 134,25/3/2016 23:57,30/3/2016 23:59
INC0000433,Active,True,0,0,7,True,Caller 2692,Opened by  305,29/2/2016 20:32,Created by 130,29/2/2016 20:58,Updated by 432,8/3/2016 17:39,Phone,Location 143,Category 19,Subcategory 289,Symptom 117,?,1 - High,1 - High,1 - Critical,Group 61,Resolver 165,True,False,Do Not Notify,Problem ID  23,?,?,?,code 7,Resolved by 134,25/3/2016 23:57,30/3/2016 23:59
INC0000433,Resolved,True,0,0,8,True,Caller 2692,Opened by  305,29/2/2016 20:32,Created by 130,29/2/2016 20:58,Updated by 578,25/3/2016 23:57,Phone,Location 143,Category 19,Subcategory 289,Symptom 117,?,1 - High,1 - High,1 - Critical,Group 61,Resolver 165,True,True,Do Not Notify,Problem ID  23,?,?,?,code 7,Resolved by 134,25/3/2016 23:57,30/3/2016 23:59
INC0000433,Closed,False,0,0,9,False,Caller 2692,Opened by  305,29/2/2016 20:32,Created by 130,29/2/2016 20:58,Updated by 908,30/3/2016 23:59,Phone,Location 143,Category 19,Subcategory 289,Symptom 117,?,1 - High,1 - High,1 - Critical,Group 61,Resolver 165,True,True,Do Not Notify,Problem ID  23,?,?,?,code 7,Resolved by 134,25/3/2016 23:57,30/3/2016 23:59
INC0000441,New,True,0,0,1,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 256,29/2/2016 22:44,Phone,Location 15,Category 45,Subcategory 229,Symptom 189,?,1 - High,1 - High,1 - Critical,Group 12,Resolver 64,True,False,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,0,0,2,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 111,29/2/2016 23:35,Phone,Location 18,Category 45,Subcategory 229,Symptom 189,?,1 - High,1 - High,1 - Critical,Group 12,Resolver 64,True,False,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,1,0,3,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 111,29/2/2016 23:39,Phone,Location 18,Category 45,Subcategory 94,Symptom 189,?,1 - High,1 - High,1 - Critical,Group 33,Resolver 64,True,False,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,2,0,4,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 862,2/3/2016 11:34,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 37,Resolver 64,True,False,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,3,0,5,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 164,2/3/2016 14:04,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 64,True,False,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,4,0,7,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 164,8/3/2016 12:02,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 57,Resolver 64,True,False,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,5,0,8,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 164,8/3/2016 12:02,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 64,True,False,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,6,0,9,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 164,8/3/2016 12:02,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 57,Resolver 64,True,False,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,6,0,10,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 164,8/3/2016 12:03,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 57,Resolver 64,True,True,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,6,0,11,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 164,8/3/2016 12:03,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 57,Resolver 64,True,True,Do Not Notify,Problem ID  19,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,New,True,7,0,12,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 164,8/3/2016 12:03,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 64,True,True,Do Not Notify,Problem ID  19,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,Resolved,True,7,0,13,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 256,8/3/2016 12:12,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 64,True,True,Do Not Notify,Problem ID  19,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,Resolved,True,7,0,14,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 775,10/3/2016 11:57,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 64,True,True,Do Not Notify,?,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,Resolved,True,7,0,15,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 703,15/3/2016 12:12,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 64,True,True,Do Not Notify,?,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,Resolved,True,7,0,16,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 775,15/3/2016 13:50,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 64,True,True,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,Resolved,True,7,0,17,True,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 775,15/3/2016 13:51,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 64,True,True,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000441,Closed,False,7,0,18,False,Caller 1641,Opened by  239,29/2/2016 22:20,Created by 107,29/2/2016 22:35,Updated by 908,20/3/2016 14:00,Phone,Location 18,Category 45,Subcategory 229,Symptom 236,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 64,True,True,Do Not Notify,Problem ID  20,CHG0000047,?,?,code 6,Resolved by 57,15/3/2016 13:51,20/3/2016 14:00
INC0000517,New,True,0,0,0,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 908,1/3/2016 08:35,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,1 - High,1 - High,1 - Critical,Group 55,?,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,New,True,1,0,1,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 860,1/3/2016 11:41,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,1 - High,1 - High,1 - Critical,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,New,True,2,0,3,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 21,7/3/2016 05:14,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,1 - High,1 - High,1 - Critical,Group 55,?,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,New,True,3,0,4,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 277,7/3/2016 10:31,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,1 - High,1 - High,1 - Critical,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,New,True,3,0,5,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 432,8/3/2016 17:36,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,1 - High,1 - High,1 - Critical,Group 72,?,True,False,Do Not Notify,Problem ID  24,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,New,True,3,0,6,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 963,8/3/2016 18:02,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,3 - Low,1 - High,3 - Moderate,Group 72,?,True,False,Do Not Notify,Problem ID  24,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,New,True,3,0,7,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 775,11/3/2016 08:56,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,3 - Low,1 - High,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,Active,True,3,0,10,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 44,18/3/2016 12:46,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,3 - Low,1 - High,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,Active,True,3,0,21,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 494,19/4/2016 11:08,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,3 - Low,1 - High,3 - Moderate,Group 72,?,True,False,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,Resolved,True,3,0,22,True,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 494,19/4/2016 11:09,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,3 - Low,1 - High,3 - Moderate,Group 72,Resolver 141,True,True,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000517,Closed,False,3,0,23,False,Caller 2529,Opened by  40,1/3/2016 08:35,?,?,Updated by 908,24/4/2016 11:10,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,?,3 - Low,1 - High,3 - Moderate,Group 72,Resolver 141,True,True,Do Not Notify,?,?,?,?,code 11,Resolved by 127,19/4/2016 11:09,24/4/2016 11:10
INC0000548,Active,True,0,0,0,True,Caller 2410,Opened by  512,1/3/2016 09:19,Created by 221,1/3/2016 09:20,Updated by 939,1/3/2016 09:20,Phone,Location 204,Category 42,Subcategory 224,Symptom 224,?,1 - High,1 - High,1 - Critical,Group 31,Resolver 207,True,False,Do Not Notify,Problem ID  12,?,?,?,code 7,Resolved by 188,4/3/2016 11:02,9/3/2016 12:00
INC0000548,Active,True,0,0,2,True,Caller 2410,Opened by  512,1/3/2016 09:19,Created by 221,1/3/2016 09:20,Updated by 939,4/3/2016 11:02,Phone,Location 204,Category 42,Subcategory 224,Symptom 224,?,1 - High,1 - High,1 - Critical,Group 31,Resolver 207,True,True,Do Not Notify,Problem ID  12,?,?,?,code 7,Resolved by 188,4/3/2016 11:02,9/3/2016 12:00
INC0000548,Active,True,0,0,3,True,Caller 2410,Opened by  512,1/3/2016 09:19,Created by 221,1/3/2016 09:20,Updated by 939,4/3/2016 11:02,Phone,Location 204,Category 42,Subcategory 224,Symptom 224,?,1 - High,1 - High,1 - Critical,Group 31,Resolver 207,True,True,Do Not Notify,Problem ID  12,?,?,?,code 7,Resolved by 188,4/3/2016 11:02,9/3/2016 12:00
INC0000548,Resolved,True,0,0,4,True,Caller 2410,Opened by  512,1/3/2016 09:19,Created by 221,1/3/2016 09:20,Updated by 783,4/3/2016 11:02,Phone,Location 204,Category 42,Subcategory 224,Symptom 224,?,1 - High,1 - High,1 - Critical,Group 31,Resolver 207,True,True,Do Not Notify,Problem ID  12,?,?,?,code 7,Resolved by 188,4/3/2016 11:02,9/3/2016 12:00
INC0000548,Closed,False,0,0,5,False,Caller 2410,Opened by  512,1/3/2016 09:19,Created by 221,1/3/2016 09:20,Updated by 908,9/3/2016 12:00,Phone,Location 204,Category 42,Subcategory 224,Symptom 224,?,1 - High,1 - High,1 - Critical,Group 31,Resolver 207,True,True,Do Not Notify,Problem ID  12,?,?,?,code 7,Resolved by 188,4/3/2016 11:02,9/3/2016 12:00
INC0000579,New,True,1,0,2,True,Caller 3646,Opened by  301,1/3/2016 09:57,?,?,Updated by 88,3/3/2016 11:13,Phone,Location 143,Category 32,Subcategory 9,Symptom 4,?,1 - High,1 - High,1 - Critical,Group 54,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,3/3/2016 18:34,8/3/2016 19:00
INC0000579,New,True,2,0,3,True,Caller 3646,Opened by  301,1/3/2016 09:57,?,?,Updated by 646,3/3/2016 11:45,Phone,Location 143,Category 32,Subcategory 9,Symptom 4,?,1 - High,1 - High,1 - Critical,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,3/3/2016 18:34,8/3/2016 19:00
